#Wave	#Intensity
537.660156	729.932800
536.386719	768.092041
535.111328	773.986633
533.835938	844.364990
532.560547	886.508301
531.283203	860.145508
530.007813	920.394775
528.732422	944.375488
527.455078	978.412537
526.177734	956.077759
524.900391	1038.396362
523.623047	1030.142456
522.345703	1084.251221
521.068359	1090.069702
519.791016	1077.788696
518.511719	1007.210754
517.234375	916.560730
515.955078	904.321228
514.675781	865.966797
513.396484	857.759644
512.117188	781.269897
510.835938	742.962585
509.556641	748.837830
508.275391	666.393433
506.996094	600.036316
505.714844	571.827332
504.433594	553.659546
503.152344	569.594421
501.871094	531.382080
500.587891	509.223450
499.306641	517.139832
498.023438	434.872192
496.740234	458.829163
495.458984	380.612213
494.175781	462.652252
492.890625	444.538361
491.607422	396.401245
490.324219	386.314209
489.039063	370.227478
487.755859	386.160400
486.470703	394.085236
485.185547	352.006042
483.900391	397.927551
482.615234	383.853607
481.328125	391.772491
480.042969	389.695984
478.755859	409.598755
477.470703	381.550079
476.183594	397.451996
474.896484	381.397980
473.609375	387.311279
472.322266	365.277466
471.033203	443.035095
469.746094	448.932465
468.457031	482.755493
467.169922	494.625916
465.880859	558.337158
464.591797	596.105347
463.300781	593.993042
462.011719	625.760315
460.722656	631.612793
459.431641	627.502502
458.142578	645.302246
456.851563	609.330383
455.560547	601.245117
454.269531	533.448669
452.978516	509.461060
451.685547	533.235474
450.394531	479.418121
449.101563	459.433380
447.808594	447.410553
446.517578	461.237762
445.224609	439.280853
443.929688	403.421600
442.636719	383.471863
441.343750	409.219696
440.048828	454.818207
438.755859	409.055908
437.460938	416.915253
436.166016	410.877045
434.871094	383.011566
433.576172	420.633087
432.279297	380.874420
430.984375	406.581329
429.687500	448.141327
428.392578	394.523254
427.095703	412.283356
425.798828	426.072876
424.501953	402.211426
423.203125	372.416687
421.906250	352.536591
420.609375	362.366608
419.310547	409.807892
418.011719	385.973450
416.712891	395.790771
415.414063	419.454041
414.115234	409.479065
412.816406	391.597015
411.515625	413.269409
410.216797	399.347656
408.916016	397.290894
407.615234	337.925873
406.314453	389.228210
405.013672	327.913208
403.712891	410.796661
402.410156	385.044495
401.109375	373.121948
399.806641	378.968323
398.503906	398.626129
397.201172	406.437958
